gender,id,exp,exp_level,race,attribute,ext,name,raw_image_folder,file,projected_npz,projected_file
M,22,DI,1,WH,F2D,bmp,M0022_DI01WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_DI01WH_F2D.bmp,"[[[ 1.4878571  -2.125152    1.1016184  ... -0.37692147 -0.4249378
   -1.5426496 ]
  [ 1.4878571  -2.125152    1.1016184  ... -0.37692147 -0.4249378
   -1.5426496 ]
  [ 1.4878571  -2.125152    1.1016184  ... -0.37692147 -0.4249378
   -1.5426496 ]
  ...
  [ 1.4878571  -2.125152    1.1016184  ... -0.37692147 -0.4249378
   -1.5426496 ]
  [ 1.4878571  -2.125152    1.1016184  ... -0.37692147 -0.4249378
   -1.5426496 ]
  [ 1.4878571  -2.125152    1.1016184  ... -0.37692147 -0.4249378
   -1.5426496 ]]]",images/results/BU_3DFE/M0022_DI01WH_F2D/projected_w.npz
M,22,AN,2,WH,F2D,bmp,M0022_AN02WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_AN02WH_F2D.bmp,"[[[ 2.0836554   0.45243812  1.2038016  ... -0.18551376 -1.1264981
   -0.5616905 ]
  [ 2.0836554   0.45243812  1.2038016  ... -0.18551376 -1.1264981
   -0.5616905 ]
  [ 2.0836554   0.45243812  1.2038016  ... -0.18551376 -1.1264981
   -0.5616905 ]
  ...
  [ 2.0836554   0.45243812  1.2038016  ... -0.18551376 -1.1264981
   -0.5616905 ]
  [ 2.0836554   0.45243812  1.2038016  ... -0.18551376 -1.1264981
   -0.5616905 ]
  [ 2.0836554   0.45243812  1.2038016  ... -0.18551376 -1.1264981
   -0.5616905 ]]]",images/results/BU_3DFE/M0022_AN02WH_F2D/projected_w.npz
M,22,DI,3,WH,F2D,bmp,M0022_DI03WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_DI03WH_F2D.bmp,"[[[ 2.0792294   1.5964669   1.1827683  ...  0.04222918 -1.3542033
   -1.687556  ]
  [ 2.0792294   1.5964669   1.1827683  ...  0.04222918 -1.3542033
   -1.687556  ]
  [ 2.0792294   1.5964669   1.1827683  ...  0.04222918 -1.3542033
   -1.687556  ]
  ...
  [ 2.0792294   1.5964669   1.1827683  ...  0.04222918 -1.3542033
   -1.687556  ]
  [ 2.0792294   1.5964669   1.1827683  ...  0.04222918 -1.3542033
   -1.687556  ]
  [ 2.0792294   1.5964669   1.1827683  ...  0.04222918 -1.3542033
   -1.687556  ]]]",images/results/BU_3DFE/M0022_DI03WH_F2D/projected_w.npz
M,22,SA,1,WH,F2D,bmp,M0022_SA01WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_SA01WH_F2D.bmp,"[[[-0.04842865  1.0334915   0.5614348  ... -0.0803111  -1.791939
   -2.128558  ]
  [-0.04842865  1.0334915   0.5614348  ... -0.0803111  -1.791939
   -2.128558  ]
  [-0.04842865  1.0334915   0.5614348  ... -0.0803111  -1.791939
   -2.128558  ]
  ...
  [-0.04842865  1.0334915   0.5614348  ... -0.0803111  -1.791939
   -2.128558  ]
  [-0.04842865  1.0334915   0.5614348  ... -0.0803111  -1.791939
   -2.128558  ]
  [-0.04842865  1.0334915   0.5614348  ... -0.0803111  -1.791939
   -2.128558  ]]]",images/results/BU_3DFE/M0022_SA01WH_F2D/projected_w.npz
M,22,SU,1,WH,F2D,bmp,M0022_SU01WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_SU01WH_F2D.bmp,"[[[ 1.4916918   1.5159783   1.8589513  ... -0.22697453 -3.8418872
   -0.51712483]
  [ 1.4916918   1.5159783   1.8589513  ... -0.22697453 -3.8418872
   -0.51712483]
  [ 1.4916918   1.5159783   1.8589513  ... -0.22697453 -3.8418872
   -0.51712483]
  ...
  [ 1.4916918   1.5159783   1.8589513  ... -0.22697453 -3.8418872
   -0.51712483]
  [ 1.4916918   1.5159783   1.8589513  ... -0.22697453 -3.8418872
   -0.51712483]
  [ 1.4916918   1.5159783   1.8589513  ... -0.22697453 -3.8418872
   -0.51712483]]]",images/results/BU_3DFE/M0022_SU01WH_F2D/projected_w.npz
M,22,HA,4,WH,F2D,bmp,M0022_HA04WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_HA04WH_F2D.bmp,"[[[ 1.2161809   0.7797968   1.4835236  ...  0.25963613 -0.6521226
   -1.0789552 ]
  [ 1.2161809   0.7797968   1.4835236  ...  0.25963613 -0.6521226
   -1.0789552 ]
  [ 1.2161809   0.7797968   1.4835236  ...  0.25963613 -0.6521226
   -1.0789552 ]
  ...
  [ 1.2161809   0.7797968   1.4835236  ...  0.25963613 -0.6521226
   -1.0789552 ]
  [ 1.2161809   0.7797968   1.4835236  ...  0.25963613 -0.6521226
   -1.0789552 ]
  [ 1.2161809   0.7797968   1.4835236  ...  0.25963613 -0.6521226
   -1.0789552 ]]]",images/results/BU_3DFE/M0022_HA04WH_F2D/projected_w.npz
M,22,NE,0,WH,F2D,bmp,M0022_NE00WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_NE00WH_F2D.bmp,"[[[ 0.35708132  1.415865    1.669326   ...  0.19523215 -0.1098635
   -0.89761734]
  [ 0.35708132  1.415865    1.669326   ...  0.19523215 -0.1098635
   -0.89761734]
  [ 0.35708132  1.415865    1.669326   ...  0.19523215 -0.1098635
   -0.89761734]
  ...
  [ 0.35708132  1.415865    1.669326   ...  0.19523215 -0.1098635
   -0.89761734]
  [ 0.35708132  1.415865    1.669326   ...  0.19523215 -0.1098635
   -0.89761734]
  [ 0.35708132  1.415865    1.669326   ...  0.19523215 -0.1098635
   -0.89761734]]]",images/results/BU_3DFE/M0022_NE00WH_F2D/projected_w.npz
M,22,AN,4,WH,F2D,bmp,M0022_AN04WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_AN04WH_F2D.bmp,"[[[0.15791805 0.25819033 2.824876   ... 0.5397847  0.09183118 0.46257627]
  [0.15791805 0.25819033 2.824876   ... 0.5397847  0.09183118 0.46257627]
  [0.15791805 0.25819033 2.824876   ... 0.5397847  0.09183118 0.46257627]
  ...
  [0.15791805 0.25819033 2.824876   ... 0.5397847  0.09183118 0.46257627]
  [0.15791805 0.25819033 2.824876   ... 0.5397847  0.09183118 0.46257627]
  [0.15791805 0.25819033 2.824876   ... 0.5397847  0.09183118 0.46257627]]]",images/results/BU_3DFE/M0022_AN04WH_F2D/projected_w.npz
M,22,SA,2,WH,F2D,bmp,M0022_SA02WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_SA02WH_F2D.bmp,"[[[-0.5031323 -0.7759876  1.7646015 ...  1.2272636 -1.3044645  0.4170988]
  [-0.5031323 -0.7759876  1.7646015 ...  1.2272636 -1.3044645  0.4170988]
  [-0.5031323 -0.7759876  1.7646015 ...  1.2272636 -1.3044645  0.4170988]
  ...
  [-0.5031323 -0.7759876  1.7646015 ...  1.2272636 -1.3044645  0.4170988]
  [-0.5031323 -0.7759876  1.7646015 ...  1.2272636 -1.3044645  0.4170988]
  [-0.5031323 -0.7759876  1.7646015 ...  1.2272636 -1.3044645  0.4170988]]]",images/results/BU_3DFE/M0022_SA02WH_F2D/projected_w.npz
M,22,SA,4,WH,F2D,bmp,M0022_SA04WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_SA04WH_F2D.bmp,"[[[ 2.8867536   1.5346688  -0.83647054 ... -0.77995896  0.2532795
   -0.8724679 ]
  [ 2.8867536   1.5346688  -0.83647054 ... -0.77995896  0.2532795
   -0.8724679 ]
  [ 2.8867536   1.5346688  -0.83647054 ... -0.77995896  0.2532795
   -0.8724679 ]
  ...
  [ 2.8867536   1.5346688  -0.83647054 ... -0.77995896  0.2532795
   -0.8724679 ]
  [ 2.8867536   1.5346688  -0.83647054 ... -0.77995896  0.2532795
   -0.8724679 ]
  [ 2.8867536   1.5346688  -0.83647054 ... -0.77995896  0.2532795
   -0.8724679 ]]]",images/results/BU_3DFE/M0022_SA04WH_F2D/projected_w.npz
M,22,AN,3,WH,F2D,bmp,M0022_AN03WH_F2D,/home/vicky/Documents/BU_3DFE/M0022,M0022_AN03WH_F2D.bmp,"[[[ 0.04917745 -0.02886854  3.2000475  ...  1.483315   -1.3709854
   -0.13984911]
  [ 0.04917745 -0.02886854  3.2000475  ...  1.483315   -1.3709854
   -0.13984911]
  [ 0.04917745 -0.02886854  3.2000475  ...  1.483315   -1.3709854
   -0.13984911]
  ...
  [ 0.04917745 -0.02886854  3.2000475  ...  1.483315   -1.3709854
   -0.13984911]
  [ 0.04917745 -0.02886854  3.2000475  ...  1.483315   -1.3709854
   -0.13984911]
  [ 0.04917745 -0.02886854  3.2000475  ...  1.483315   -1.3709854
   -0.13984911]]]",images/results/BU_3DFE/M0022_AN03WH_F2D/projected_w.npz
F,2,DI,3,BL,F2D,bmp,F0002_DI03BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_DI03BL_F2D.bmp,"[[[-0.03368891 -1.0972192   0.38172382 ...  0.84294796 -0.47683904
    1.6889344 ]
  [-0.03368891 -1.0972192   0.38172382 ...  0.84294796 -0.47683904
    1.6889344 ]
  [-0.03368891 -1.0972192   0.38172382 ...  0.84294796 -0.47683904
    1.6889344 ]
  ...
  [-0.03368891 -1.0972192   0.38172382 ...  0.84294796 -0.47683904
    1.6889344 ]
  [-0.03368891 -1.0972192   0.38172382 ...  0.84294796 -0.47683904
    1.6889344 ]
  [-0.03368891 -1.0972192   0.38172382 ...  0.84294796 -0.47683904
    1.6889344 ]]]",images/results/BU_3DFE/F0002_DI03BL_F2D/projected_w.npz
F,2,FE,3,BL,F2D,bmp,F0002_FE03BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_FE03BL_F2D.bmp,"[[[ 0.3833316  2.6318846  1.680446  ...  1.3159568 -0.5643027  1.4404764]
  [ 0.3833316  2.6318846  1.680446  ...  1.3159568 -0.5643027  1.4404764]
  [ 0.3833316  2.6318846  1.680446  ...  1.3159568 -0.5643027  1.4404764]
  ...
  [ 0.3833316  2.6318846  1.680446  ...  1.3159568 -0.5643027  1.4404764]
  [ 0.3833316  2.6318846  1.680446  ...  1.3159568 -0.5643027  1.4404764]
  [ 0.3833316  2.6318846  1.680446  ...  1.3159568 -0.5643027  1.4404764]]]",images/results/BU_3DFE/F0002_FE03BL_F2D/projected_w.npz
F,2,FE,4,BL,F2D,bmp,F0002_FE04BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_FE04BL_F2D.bmp,"[[[ 0.19671933 -0.3659478   1.5585729  ... -0.6235125  -0.09617127
    0.48122612]
  [ 0.19671933 -0.3659478   1.5585729  ... -0.6235125  -0.09617127
    0.48122612]
  [ 0.19671933 -0.3659478   1.5585729  ... -0.6235125  -0.09617127
    0.48122612]
  ...
  [ 0.19671933 -0.3659478   1.5585729  ... -0.6235125  -0.09617127
    0.48122612]
  [ 0.19671933 -0.3659478   1.5585729  ... -0.6235125  -0.09617127
    0.48122612]
  [ 0.19671933 -0.3659478   1.5585729  ... -0.6235125  -0.09617127
    0.48122612]]]",images/results/BU_3DFE/F0002_FE04BL_F2D/projected_w.npz
F,2,FE,2,BL,F2D,bmp,F0002_FE02BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_FE02BL_F2D.bmp,"[[[ 0.75130594  1.2134527   3.0627208  ...  0.20081702 -0.5420366
   -0.36181825]
  [ 0.75130594  1.2134527   3.0627208  ...  0.20081702 -0.5420366
   -0.36181825]
  [ 0.75130594  1.2134527   3.0627208  ...  0.20081702 -0.5420366
   -0.36181825]
  ...
  [ 0.75130594  1.2134527   3.0627208  ...  0.20081702 -0.5420366
   -0.36181825]
  [ 0.75130594  1.2134527   3.0627208  ...  0.20081702 -0.5420366
   -0.36181825]
  [ 0.75130594  1.2134527   3.0627208  ...  0.20081702 -0.5420366
   -0.36181825]]]",images/results/BU_3DFE/F0002_FE02BL_F2D/projected_w.npz
F,2,NE,0,BL,F2D,bmp,F0002_NE00BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_NE00BL_F2D.bmp,"[[[ 1.9060793   0.89448965  0.15438752 ... -0.3917233  -0.26953575
    0.1837203 ]
  [ 1.9060793   0.89448965  0.15438752 ... -0.3917233  -0.26953575
    0.1837203 ]
  [ 1.9060793   0.89448965  0.15438752 ... -0.3917233  -0.26953575
    0.1837203 ]
  ...
  [ 1.9060793   0.89448965  0.15438752 ... -0.3917233  -0.26953575
    0.1837203 ]
  [ 1.9060793   0.89448965  0.15438752 ... -0.3917233  -0.26953575
    0.1837203 ]
  [ 1.9060793   0.89448965  0.15438752 ... -0.3917233  -0.26953575
    0.1837203 ]]]",images/results/BU_3DFE/F0002_NE00BL_F2D/projected_w.npz
F,2,AN,2,BL,F2D,bmp,F0002_AN02BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_AN02BL_F2D.bmp,"[[[ 0.70315796  0.20046046  0.2003005  ...  1.2842351  -1.5510694
    2.1919618 ]
  [ 0.70315796  0.20046046  0.2003005  ...  1.2842351  -1.5510694
    2.1919618 ]
  [ 0.70315796  0.20046046  0.2003005  ...  1.2842351  -1.5510694
    2.1919618 ]
  ...
  [ 0.70315796  0.20046046  0.2003005  ...  1.2842351  -1.5510694
    2.1919618 ]
  [ 0.70315796  0.20046046  0.2003005  ...  1.2842351  -1.5510694
    2.1919618 ]
  [ 0.70315796  0.20046046  0.2003005  ...  1.2842351  -1.5510694
    2.1919618 ]]]",images/results/BU_3DFE/F0002_AN02BL_F2D/projected_w.npz
F,2,SU,3,BL,F2D,bmp,F0002_SU03BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_SU03BL_F2D.bmp,"[[[ 0.492447   -0.3931613   2.130207   ...  0.94380635 -0.7566104
    0.7007739 ]
  [ 0.492447   -0.3931613   2.130207   ...  0.94380635 -0.7566104
    0.7007739 ]
  [ 0.492447   -0.3931613   2.130207   ...  0.94380635 -0.7566104
    0.7007739 ]
  ...
  [ 0.492447   -0.3931613   2.130207   ...  0.94380635 -0.7566104
    0.7007739 ]
  [ 0.492447   -0.3931613   2.130207   ...  0.94380635 -0.7566104
    0.7007739 ]
  [ 0.492447   -0.3931613   2.130207   ...  0.94380635 -0.7566104
    0.7007739 ]]]",images/results/BU_3DFE/F0002_SU03BL_F2D/projected_w.npz
F,2,SU,1,BL,F2D,bmp,F0002_SU01BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_SU01BL_F2D.bmp,"[[[ 0.9670515   0.32454944  1.8849355  ...  0.74631786 -1.8541716
    0.91618633]
  [ 0.9670515   0.32454944  1.8849355  ...  0.74631786 -1.8541716
    0.91618633]
  [ 0.9670515   0.32454944  1.8849355  ...  0.74631786 -1.8541716
    0.91618633]
  ...
  [ 0.9670515   0.32454944  1.8849355  ...  0.74631786 -1.8541716
    0.91618633]
  [ 0.9670515   0.32454944  1.8849355  ...  0.74631786 -1.8541716
    0.91618633]
  [ 0.9670515   0.32454944  1.8849355  ...  0.74631786 -1.8541716
    0.91618633]]]",images/results/BU_3DFE/F0002_SU01BL_F2D/projected_w.npz
F,2,FE,1,BL,F2D,bmp,F0002_FE01BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_FE01BL_F2D.bmp,"[[[ 1.4127026   0.7489726   2.5971217  ...  0.73604035 -0.9933218
   -0.20966855]
  [ 1.4127026   0.7489726   2.5971217  ...  0.73604035 -0.9933218
   -0.20966855]
  [ 1.4127026   0.7489726   2.5971217  ...  0.73604035 -0.9933218
   -0.20966855]
  ...
  [ 1.4127026   0.7489726   2.5971217  ...  0.73604035 -0.9933218
   -0.20966855]
  [ 1.4127026   0.7489726   2.5971217  ...  0.73604035 -0.9933218
   -0.20966855]
  [ 1.4127026   0.7489726   2.5971217  ...  0.73604035 -0.9933218
   -0.20966855]]]",images/results/BU_3DFE/F0002_FE01BL_F2D/projected_w.npz
F,2,DI,4,BL,F2D,bmp,F0002_DI04BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_DI04BL_F2D.bmp,"[[[ 0.40140665 -0.54644805  1.5384418  ... -0.01678365 -1.6092098
   -0.85991377]
  [ 0.40140665 -0.54644805  1.5384418  ... -0.01678365 -1.6092098
   -0.85991377]
  [ 0.40140665 -0.54644805  1.5384418  ... -0.01678365 -1.6092098
   -0.85991377]
  ...
  [ 0.40140665 -0.54644805  1.5384418  ... -0.01678365 -1.6092098
   -0.85991377]
  [ 0.40140665 -0.54644805  1.5384418  ... -0.01678365 -1.6092098
   -0.85991377]
  [ 0.40140665 -0.54644805  1.5384418  ... -0.01678365 -1.6092098
   -0.85991377]]]",images/results/BU_3DFE/F0002_DI04BL_F2D/projected_w.npz
F,2,DI,1,BL,F2D,bmp,F0002_DI01BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_DI01BL_F2D.bmp,"[[[ 0.5236756  1.2859832  2.1956427 ...  1.1127661 -0.5930258 -0.5818777]
  [ 0.5236756  1.2859832  2.1956427 ...  1.1127661 -0.5930258 -0.5818777]
  [ 0.5236756  1.2859832  2.1956427 ...  1.1127661 -0.5930258 -0.5818777]
  ...
  [ 0.5236756  1.2859832  2.1956427 ...  1.1127661 -0.5930258 -0.5818777]
  [ 0.5236756  1.2859832  2.1956427 ...  1.1127661 -0.5930258 -0.5818777]
  [ 0.5236756  1.2859832  2.1956427 ...  1.1127661 -0.5930258 -0.5818777]]]",images/results/BU_3DFE/F0002_DI01BL_F2D/projected_w.npz
F,2,SU,4,BL,F2D,bmp,F0002_SU04BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_SU04BL_F2D.bmp,"[[[ 0.9061815   1.3440886   3.52207    ... -0.06183327 -1.6460218
    0.49654964]
  [ 0.9061815   1.3440886   3.52207    ... -0.06183327 -1.6460218
    0.49654964]
  [ 0.9061815   1.3440886   3.52207    ... -0.06183327 -1.6460218
    0.49654964]
  ...
  [ 0.9061815   1.3440886   3.52207    ... -0.06183327 -1.6460218
    0.49654964]
  [ 0.9061815   1.3440886   3.52207    ... -0.06183327 -1.6460218
    0.49654964]
  [ 0.9061815   1.3440886   3.52207    ... -0.06183327 -1.6460218
    0.49654964]]]",images/results/BU_3DFE/F0002_SU04BL_F2D/projected_w.npz
F,2,HA,3,BL,F2D,bmp,F0002_HA03BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_HA03BL_F2D.bmp,"[[[ 2.3438723  -1.4123069   1.6412055  ... -0.17590082 -0.19656858
    0.9385069 ]
  [ 2.3438723  -1.4123069   1.6412055  ... -0.17590082 -0.19656858
    0.9385069 ]
  [ 2.3438723  -1.4123069   1.6412055  ... -0.17590082 -0.19656858
    0.9385069 ]
  ...
  [ 2.3438723  -1.4123069   1.6412055  ... -0.17590082 -0.19656858
    0.9385069 ]
  [ 2.3438723  -1.4123069   1.6412055  ... -0.17590082 -0.19656858
    0.9385069 ]
  [ 2.3438723  -1.4123069   1.6412055  ... -0.17590082 -0.19656858
    0.9385069 ]]]",images/results/BU_3DFE/F0002_HA03BL_F2D/projected_w.npz
F,2,HA,4,BL,F2D,bmp,F0002_HA04BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_HA04BL_F2D.bmp,"[[[ 2.4571438  -0.7961589   1.1516633  ...  0.83881485 -2.4245114
   -0.4859346 ]
  [ 2.4571438  -0.7961589   1.1516633  ...  0.83881485 -2.4245114
   -0.4859346 ]
  [ 2.4571438  -0.7961589   1.1516633  ...  0.83881485 -2.4245114
   -0.4859346 ]
  ...
  [ 2.4571438  -0.7961589   1.1516633  ...  0.83881485 -2.4245114
   -0.4859346 ]
  [ 2.4571438  -0.7961589   1.1516633  ...  0.83881485 -2.4245114
   -0.4859346 ]
  [ 2.4571438  -0.7961589   1.1516633  ...  0.83881485 -2.4245114
   -0.4859346 ]]]",images/results/BU_3DFE/F0002_HA04BL_F2D/projected_w.npz
F,2,HA,2,BL,F2D,bmp,F0002_HA02BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_HA02BL_F2D.bmp,"[[[ 1.153795   -1.1888487   2.0680215  ...  0.9543079  -1.6490235
   -0.82942605]
  [ 1.153795   -1.1888487   2.0680215  ...  0.9543079  -1.6490235
   -0.82942605]
  [ 1.153795   -1.1888487   2.0680215  ...  0.9543079  -1.6490235
   -0.82942605]
  ...
  [ 1.153795   -1.1888487   2.0680215  ...  0.9543079  -1.6490235
   -0.82942605]
  [ 1.153795   -1.1888487   2.0680215  ...  0.9543079  -1.6490235
   -0.82942605]
  [ 1.153795   -1.1888487   2.0680215  ...  0.9543079  -1.6490235
   -0.82942605]]]",images/results/BU_3DFE/F0002_HA02BL_F2D/projected_w.npz
F,2,SA,2,BL,F2D,bmp,F0002_SA02BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_SA02BL_F2D.bmp,"[[[ 1.3934805   0.2704749   1.7178806  ...  0.79204136 -1.2489141
    1.5352336 ]
  [ 1.3934805   0.2704749   1.7178806  ...  0.79204136 -1.2489141
    1.5352336 ]
  [ 1.3934805   0.2704749   1.7178806  ...  0.79204136 -1.2489141
    1.5352336 ]
  ...
  [ 1.3934805   0.2704749   1.7178806  ...  0.79204136 -1.2489141
    1.5352336 ]
  [ 1.3934805   0.2704749   1.7178806  ...  0.79204136 -1.2489141
    1.5352336 ]
  [ 1.3934805   0.2704749   1.7178806  ...  0.79204136 -1.2489141
    1.5352336 ]]]",images/results/BU_3DFE/F0002_SA02BL_F2D/projected_w.npz
F,2,SA,3,BL,F2D,bmp,F0002_SA03BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_SA03BL_F2D.bmp,"[[[ 2.87024    2.0384645  2.7131062 ... -0.0678278  1.558595   1.1292125]
  [ 2.87024    2.0384645  2.7131062 ... -0.0678278  1.558595   1.1292125]
  [ 2.87024    2.0384645  2.7131062 ... -0.0678278  1.558595   1.1292125]
  ...
  [ 2.87024    2.0384645  2.7131062 ... -0.0678278  1.558595   1.1292125]
  [ 2.87024    2.0384645  2.7131062 ... -0.0678278  1.558595   1.1292125]
  [ 2.87024    2.0384645  2.7131062 ... -0.0678278  1.558595   1.1292125]]]",images/results/BU_3DFE/F0002_SA03BL_F2D/projected_w.npz
F,2,HA,1,BL,F2D,bmp,F0002_HA01BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_HA01BL_F2D.bmp,"[[[ 1.5549513  -0.45951948  2.1835093  ...  0.23026116 -2.121636
   -0.39975005]
  [ 1.5549513  -0.45951948  2.1835093  ...  0.23026116 -2.121636
   -0.39975005]
  [ 1.5549513  -0.45951948  2.1835093  ...  0.23026116 -2.121636
   -0.39975005]
  ...
  [ 1.5549513  -0.45951948  2.1835093  ...  0.23026116 -2.121636
   -0.39975005]
  [ 1.5549513  -0.45951948  2.1835093  ...  0.23026116 -2.121636
   -0.39975005]
  [ 1.5549513  -0.45951948  2.1835093  ...  0.23026116 -2.121636
   -0.39975005]]]",images/results/BU_3DFE/F0002_HA01BL_F2D/projected_w.npz
F,2,AN,4,BL,F2D,bmp,F0002_AN04BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_AN04BL_F2D.bmp,"[[[ 1.3780326  -1.1201649   0.28361297 ...  0.48340797 -0.8546483
    3.0385847 ]
  [ 1.3780326  -1.1201649   0.28361297 ...  0.48340797 -0.8546483
    3.0385847 ]
  [ 1.3780326  -1.1201649   0.28361297 ...  0.48340797 -0.8546483
    3.0385847 ]
  ...
  [ 1.3780326  -1.1201649   0.28361297 ...  0.48340797 -0.8546483
    3.0385847 ]
  [ 1.3780326  -1.1201649   0.28361297 ...  0.48340797 -0.8546483
    3.0385847 ]
  [ 1.3780326  -1.1201649   0.28361297 ...  0.48340797 -0.8546483
    3.0385847 ]]]",images/results/BU_3DFE/F0002_AN04BL_F2D/projected_w.npz
F,2,SA,1,BL,F2D,bmp,F0002_SA01BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_SA01BL_F2D.bmp,"[[[ 1.5879487  -1.1130291   2.1300306  ...  0.42384806 -2.0176508
    1.3240024 ]
  [ 1.5879487  -1.1130291   2.1300306  ...  0.42384806 -2.0176508
    1.3240024 ]
  [ 1.5879487  -1.1130291   2.1300306  ...  0.42384806 -2.0176508
    1.3240024 ]
  ...
  [ 1.5879487  -1.1130291   2.1300306  ...  0.42384806 -2.0176508
    1.3240024 ]
  [ 1.5879487  -1.1130291   2.1300306  ...  0.42384806 -2.0176508
    1.3240024 ]
  [ 1.5879487  -1.1130291   2.1300306  ...  0.42384806 -2.0176508
    1.3240024 ]]]",images/results/BU_3DFE/F0002_SA01BL_F2D/projected_w.npz
F,2,SA,4,BL,F2D,bmp,F0002_SA04BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_SA04BL_F2D.bmp,"[[[ 1.05809     0.62673205  0.8999717  ... -0.24926323 -1.8397484
   -0.23086335]
  [ 1.05809     0.62673205  0.8999717  ... -0.24926323 -1.8397484
   -0.23086335]
  [ 1.05809     0.62673205  0.8999717  ... -0.24926323 -1.8397484
   -0.23086335]
  ...
  [ 1.05809     0.62673205  0.8999717  ... -0.24926323 -1.8397484
   -0.23086335]
  [ 1.05809     0.62673205  0.8999717  ... -0.24926323 -1.8397484
   -0.23086335]
  [ 1.05809     0.62673205  0.8999717  ... -0.24926323 -1.8397484
   -0.23086335]]]",images/results/BU_3DFE/F0002_SA04BL_F2D/projected_w.npz
F,2,SU,2,BL,F2D,bmp,F0002_SU02BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_SU02BL_F2D.bmp,"[[[-0.3674572   1.3286384   3.7922463  ...  0.64020044 -1.9263793
   -0.355072  ]
  [-0.3674572   1.3286384   3.7922463  ...  0.64020044 -1.9263793
   -0.355072  ]
  [-0.3674572   1.3286384   3.7922463  ...  0.64020044 -1.9263793
   -0.355072  ]
  ...
  [-0.3674572   1.3286384   3.7922463  ...  0.64020044 -1.9263793
   -0.355072  ]
  [-0.3674572   1.3286384   3.7922463  ...  0.64020044 -1.9263793
   -0.355072  ]
  [-0.3674572   1.3286384   3.7922463  ...  0.64020044 -1.9263793
   -0.355072  ]]]",images/results/BU_3DFE/F0002_SU02BL_F2D/projected_w.npz
F,2,AN,3,BL,F2D,bmp,F0002_AN03BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_AN03BL_F2D.bmp,"[[[ 0.5358321   2.0356734   2.4518619  ... -0.25835845 -1.4511315
    0.19289681]
  [ 0.5358321   2.0356734   2.4518619  ... -0.25835845 -1.4511315
    0.19289681]
  [ 0.5358321   2.0356734   2.4518619  ... -0.25835845 -1.4511315
    0.19289681]
  ...
  [ 0.5358321   2.0356734   2.4518619  ... -0.25835845 -1.4511315
    0.19289681]
  [ 0.5358321   2.0356734   2.4518619  ... -0.25835845 -1.4511315
    0.19289681]
  [ 0.5358321   2.0356734   2.4518619  ... -0.25835845 -1.4511315
    0.19289681]]]",images/results/BU_3DFE/F0002_AN03BL_F2D/projected_w.npz
F,2,AN,1,BL,F2D,bmp,F0002_AN01BL_F2D,/home/vicky/Documents/BU_3DFE/F0002,F0002_AN01BL_F2D.bmp,"[[[ 1.4844817   0.7705367   0.3476664  ... -1.0619377  -1.4081358
   -0.76999426]
  [ 1.4844817   0.7705367   0.3476664  ... -1.0619377  -1.4081358
   -0.76999426]
  [ 1.4844817   0.7705367   0.3476664  ... -1.0619377  -1.4081358
   -0.76999426]
  ...
  [ 1.4844817   0.7705367   0.3476664  ... -1.0619377  -1.4081358
   -0.76999426]
  [ 1.4844817   0.7705367   0.3476664  ... -1.0619377  -1.4081358
   -0.76999426]
  [ 1.4844817   0.7705367   0.3476664  ... -1.0619377  -1.4081358
   -0.76999426]]]",images/results/BU_3DFE/F0002_AN01BL_F2D/projected_w.npz
